,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
36,214442,039/050,028/050,067/100,--,--,--,67,04,A,08,32
37,214442,028/050,021/050,049/100,--,--,--,49,04,C,05,20
38,214442,023/050,003/050,026/100,--,--,--,FF,04,F,00,00
39,214442,033/050,023/050,056/100,--,--,--,56,04,B+,07,28
40,214442,028/050,003/050,031/100,--,--,--,FF,04,F,00,00
41,214442,022/050,025/050,047/100,--,--,--,47,04,C,05,20
42,214442,026/050,005/050,031/100,--,--,--,FF,04,F,00,00
43,214442,026/050,003/050,029/100,--,--,--,FF,04,F,00,00
44,214442,034/050,025/050,059/100,--,--,--,59,04,B+,07,28
45,214442,025/050,015/050,040/100,--,--,--,FF,04,F,00,00
46,214442,030/050,020/050,050/100,--,--,--,50,04,B,06,24
47,214442,023/050,021/050,044/100,--,--,--,44,04,P,04,16
48,214442,029/050,020/050,049/100,--,--,--,49,04,C,05,20
49,214442,032/050,023/050,055/100,--,--,--,55,04,B+,07,28
50,214442,023/050,020/050,043/100,--,--,--,43,04,P,04,16
51,214442,030/050,024/050,054/100,--,--,--,54,04,B,06,24
52,214442,027/050,020/050,047/100,--,--,--,47,04,C,05,20
53,214442,031/050,027/050,058/100,--,--,--,58,04,B+,07,28
54,214442,024/050,AB/050,024/100,--,--,--,FF,04,F,00,00
55,214442,027/050,022/050,049/100,--,--,--,49,04,C,05,20
56,214442,023/050,022/050,045/100,--,--,--,45,04,C,05,20
57,214442,029/050,027/050,056/100,--,--,--,56,04,B+,07,28
58,214442,027/050,011/050,038/100,--,--,--,FF,04,F,00,00
59,214442,027/050,026/050,053/100,--,--,--,53,04,B,06,24
60,214442,032/050,023/050,055/100,--,--,--,55,04,B+,07,28
61,214442,021/050,011/050,032/100,--,--,--,FF,04,F,00,00
62,214442,024/050,020/050,044/100,--,--,--,44,04,P,04,16
63,214442,024/050,026/050,050/100,--,--,--,50,04,B,06,24
64,214442,031/050,025/050,056/100,--,--,--,56,04,B+,07,28
65,214442,024/050,032/050,056/100,--,--,--,56,04,B+,07,28
66,214442,018/050,006/050,024/100,--,--,--,FF,04,F,00,00
67,214442,031/050,024/050,055/100,--,--,--,55,04,B+,07,28
68,214442,030/050,023/050,053/100,--,--,--,53,04,B,06,24
69,214442,020/050,020/050,040/100,--,--,--,40,04,P,04,16
70,214442,036/050,022/050,058/100,--,--,--,58,04,B+,07,28
71,214442,022/050,005/050,027/100,--,--,--,FF,04,F,00,00
72,214442,040/050,030/050,070/100,--,--,--,70,04,A+,09,36
73,214442,029/050,AB/050,029/100,--,--,--,FF,04,F,00,00
74,214442,031/050,021/050,052/100,--,--,--,52,04,B,06,24
75,214442,021/050,024/050,045/100,--,--,--,45,04,C,05,20
76,214442,028/050,022/050,050/100,--,--,--,50,04,B,06,24
77,214442,020/050,020/050,040/100,--,--,--,40,04,P,04,16
78,214442,017/050,23$/050,040/100,--,--,--,40,04,P,04,16
79,214442,035/050,028/050,063/100,--,--,--,63,04,A,08,32
80,214442,036/050,020/050,056/100,--,--,--,56,04,B+,07,28
81,214442,026/050,029/050,055/100,--,--,--,55,04,B+,07,28
82,214442,026/050,032/050,058/100,--,--,--,58,04,B+,07,28
83,214442,027/050,016/050,043/100,--,--,--,FF,04,F,00,00
84,214442,025/050,020/050,045/100,--,--,--,45,04,C,05,20
85,214442,034/050,AB/050,034/100,--,--,--,FF,04,F,00,00
86,214442,030/050,025/050,055/100,--,--,--,55,04,B+,07,28
87,214442,028/050,024/050,052/100,--,--,--,52,04,B,06,24
88,214442,025/050,028/050,053/100,--,--,--,53,04,B,06,24
89,214442,027/050,022/050,049/100,--,--,--,49,04,C,05,20
90,214442,029/050,021/050,050/100,--,--,--,50,04,B,06,24
91,214442,030/050,029/050,059/100,--,--,--,59,04,B+,07,28
92,214442,026/050,025/050,051/100,--,--,--,51,04,B,06,24
93,214442,025/050,023/050,048/100,--,--,--,48,04,C,05,20
94,214442,018/050,AB/050,018/100,--,--,--,FF,04,F,00,00
95,214442,030/050,022/050,052/100,--,--,--,52,04,B,06,24
96,214442,027/050,022/050,049/100,--,--,--,49,04,C,05,20
97,214442,036/050,027/050,063/100,--,--,--,63,04,A,08,32
98,214442,024/050,026/050,050/100,--,--,--,50,04,B,06,24
99,214442,031/050,024/050,055/100,--,--,--,55,04,B+,07,28
100,214442,021/050,027/050,048/100,--,--,--,48,04,C,05,20
101,214442,036/050,032/050,068/100,--,--,--,68,04,A,08,32
102,214442,031/050,020/050,051/100,--,--,--,51,04,B,06,24
103,214442,019/050,023/050,042/100,--,--,--,42,04,P,04,16
104,214442,028/050,020/050,048/100,--,--,--,48,04,C,05,20
105,214442,031/050,027/050,058/100,--,--,--,58,04,B+,07,28
106,214442,025/050,022/050,047/100,--,--,--,47,04,C,05,20
107,214442,038/050,024/050,062/100,--,--,--,62,04,A,08,32
108,214442,027/050,AB/050,027/100,--,--,--,FF,04,F,00,00
109,214442,025/050,022/050,047/100,--,--,--,47,04,C,05,20
110,214442,032/050,028/050,060/100,--,--,--,60,04,A,08,32
111,214442,027/050,030/050,057/100,--,--,--,57,04,B+,07,28
112,214442,033/050,030/050,063/100,--,--,--,63,04,A,08,32
113,214442,033/050,023/050,056/100,--,--,--,56,04,B+,07,28
114,214442,022/050,AB/050,022/100,--,--,--,FF,04,F,00,00
115,214442,019/050,025/050,044/100,--,--,--,44,04,P,04,16
116,214442,020/050,005/050,025/100,--,--,--,FF,04,F,00,00
117,214442,047/050,026/050,073/100,--,--,--,73,04,A+,09,36
118,214442,022/050,AB/050,022/100,--,--,--,FF,04,F,00,00
119,214442,025/050,022/050,047/100,--,--,--,47,04,C,05,20
120,214442,024/050,024/050,048/100,--,--,--,48,04,C,05,20
121,214442,030/050,010/050,040/100,--,--,--,FF,04,F,00,00
122,214442,024/050,032/050,056/100,--,--,--,56,04,B+,07,28
123,214442,030/050,032/050,062/100,--,--,--,62,04,A,08,32
124,214442,030/050,027/050,057/100,--,--,--,57,04,B+,07,28
125,214442,014/050,026/050,040/100,--,--,--,40,04,P,04,16
126,214442,022/050,000/050,022/100,--,--,--,FF,04,F,00,00
127,214442,021/050,022/050,043/100,--,--,--,43,04,P,04,16
128,214442,033/050,030/050,063/100,--,--,--,63,04,A,08,32
129,214442,031/050,029/050,060/100,--,--,--,60,04,A,08,32
130,214442,018/050,024/050,042/100,--,--,--,42,04,P,04,16
131,214442,022/050,033/050,055/100,--,--,--,55,04,B+,07,28
132,214442,034/050,20$/050,054/100,--,--,--,54,04,B,06,24
133,214442,018/050,22$/050,040/100,--,--,--,40,04,P,04,16
134,214442,034/050,007/050,041/100,--,--,--,FF,04,F,00,00
135,214442,022/050,010/050,032/100,--,--,--,FF,04,F,00,00
136,214442,031/050,020/050,051/100,--,--,--,51,04,B,06,24
137,214442,033/050,024/050,057/100,--,--,--,57,04,B+,07,28
138,214442,021/050,027/050,048/100,--,--,--,48,04,C,05,20
139,214442,025/050,022/050,047/100,--,--,--,47,04,C,05,20
140,214442,029/050,020/050,049/100,--,--,--,49,04,C,05,20
141,214442,029/050,036/050,065/100,--,--,--,65,04,A,08,32
142,214442,032/050,026/050,058/100,--,--,--,58,04,B+,07,28
143,214442,026/050,008/050,034/100,--,--,--,FF,04,F,00,00
144,214442,027/050,029/050,056/100,--,--,--,56,04,B+,07,28
145,214442,028/050,016/050,044/100,--,--,--,FF,04,F,00,00
146,214442,034/050,036/050,070/100,--,--,--,70,04,A+,09,36
147,214442,014/050,006/050,020/100,--,--,--,FF,04,F,00,00
148,214442,030/050,028/050,058/100,--,--,--,58,04,B+,07,28
149,214442,031/050,025/050,056/100,--,--,--,56,04,B+,07,28
150,214442,023/050,029/050,052/100,--,--,--,52,04,B,06,24
151,214442,033/050,035/050,068/100,--,--,--,68,04,A,08,32
152,214442,024/050,027/050,051/100,--,--,--,51,04,B,06,24
153,214442,022/050,020/050,042/100,--,--,--,42,04,P,04,16
154,214442,020/050,021/050,041/100,--,--,--,41,04,P,04,16
155,214442,023/050,006/050,029/100,--,--,--,FF,04,F,00,00
156,214442,042/050,020/050,062/100,--,--,--,62,04,A,08,32
157,214442,026/050,020/050,046/100,--,--,--,46,04,C,05,20
158,214442,037/050,030/050,067/100,--,--,--,67,04,A,08,32
159,214442,037/050,031/050,068/100,--,--,--,68,04,A,08,32
160,214442,031/050,020/050,051/100,--,--,--,51,04,B,06,24
161,214442,033/050,20$/050,053/100,--,--,--,53,04,B,06,24
162,214442,026/050,022/050,048/100,--,--,--,48,04,C,05,20
163,214442,026/050,20$/050,046/100,--,--,--,46,04,C,05,20
164,214442,028/050,031/050,059/100,--,--,--,59,04,B+,07,28
165,214442,020/050,020/050,040/100,--,--,--,40,04,P,04,16
166,214442,027/050,023/050,050/100,--,--,--,50,04,B,06,24
167,214442,033/050,026/050,059/100,--,--,--,59,04,B+,07,28
168,214442,032/050,024/050,056/100,--,--,--,56,04,B+,07,28
169,214442,035/050,030/050,065/100,--,--,--,65,04,A,08,32
170,214442,015/050,025/050,040/100,--,--,--,40,04,P,04,16
171,214442,016/050,029/050,045/100,--,--,--,45,04,C,05,20
172,214442,032/050,026/050,058/100,--,--,--,58,04,B+,07,28
173,214442,032/050,029/050,061/100,--,--,--,61,04,A,08,32
174,214442,034/050,031/050,065/100,--,--,--,65,04,A,08,32
175,214442,030/050,024/050,054/100,--,--,--,54,04,B,06,24
176,214442,020/050,022/050,042/100,--,--,--,42,04,P,04,16
177,214442,034/050,024/050,058/100,--,--,--,58,04,B+,07,28
178,214442,035/050,025/050,060/100,--,--,--,60,04,A,08,32
179,214442,037/050,020/050,057/100,--,--,--,57,04,B+,07,28
180,214442,030/050,020/050,050/100,--,--,--,50,04,B,06,24
181,214442,019/050,21$/050,040/100,--,--,--,40,04,P,04,16
182,214442,031/050,024/050,055/100,--,--,--,55,04,B+,07,28
183,214442,030/050,024/050,054/100,--,--,--,54,04,B,06,24
184,214442,016/050,002/050,018/100,--,--,--,FF,04,F,00,00
185,214442,023/050,012/050,035/100,--,--,--,FF,04,F,00,00
186,214442,026/050,028/050,054/100,--,--,--,54,04,B,06,24
187,214442,027/050,021/050,048/100,--,--,--,48,04,C,05,20
188,214442,022/050,022/050,044/100,--,--,--,44,04,P,04,16
189,214442,034/050,028/050,062/100,--,--,--,62,04,A,08,32
190,214442,033/050,021/050,054/100,--,--,--,54,04,B,06,24
191,214442,023/050,020/050,043/100,--,--,--,43,04,P,04,16
192,214442,026/050,028/050,054/100,--,--,--,54,04,B,06,24
193,214442,022/050,020/050,042/100,--,--,--,42,04,P,04,16
