,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
1104,214444,029/050,034/050,063/100,--,--,--,60,01,A,08,08
1105,214445,025/050,029/050,054/100,--,--,--,62,02,A,08,16
1106,214446,--,--,--,020/025,025/050,--,70,01,A+,09,09
1107,214447,--,--,--,020/025,027/050,--,80,01,O,10,10
1108,214448,--,--,--,021/025,032/050,--,PP,00,P,00,00
1109,214449,--,--,--,020/025,--,--,PP,00,P,00,00
1110,202054A,--,--,--,PP,--,--,40,04,P,04,16
1111,210250,--,--,--,PP,--,--,56,04,B+,07,28
1112,214441,020/050,020/050,040/100,--,--,--,42,04,P,04,16
1113,214442,033/050,023/050,056/100,--,--,--,53,04,B,06,24
1114,214443,022/050,020/050,042/100,--,--,--,59,04,B+,07,28
1115,214444,023/050,030/050,053/100,--,--,--,50,01,B,06,06
1116,214445,031/050,028/050,059/100,--,--,--,61,02,A,08,16
1117,214446,--,--,--,018/025,020/050,--,62,01,A,08,08
1118,214447,--,--,--,019/025,027/050,--,72,01,A+,09,09
1119,214448,--,--,--,019/025,028/050,--,68,01,A,08,08
1120,214449,--,--,--,018/025,--,--,40,03,P,04,12
1121,207003,--,--,--,017/025,--,--,46,04,C,05,20
1122,214450,016/050,024/050,040/100,--,--,--,52,04,B,06,24
1123,214451,025/050,021/050,046/100,--,--,--,49,02,C,05,10
1124,214453,032/050,020/050,052/100,--,--,--,61,02,A,08,16
1125,214454,--,--,--,017/025,020/050,--,64,01,A,08,08
1126,214455,--,--,--,022/025,024/050,--,PP,00,P,00,00
1127,214456,--,--,--,018/025,030/050,--,45,04,C,05,20
1128,214458,--,--,--,PP,--,--,73,01,A+,09,09
1129,214441,023/050,022/050,045/100,--,--,--,60,01,A,08,08
1130,214448,--,--,--,016/025,039/050,--,PP,00,P,00,00
1131,214449,--,--,--,015/025,--,--,55,04,B+,07,28
1132,202054A,--,--,--,PP,--,--,44,04,P,04,16
1133,214441,033/050,022/050,055/100,--,--,--,53,04,B,06,24
1134,214442,019/050,025/050,044/100,--,--,--,42,04,P,04,16
1135,214444,028/050,025/050,053/100,--,--,--,64,01,A,08,08
1136,214445,022/050,020/050,042/100,--,--,--,70,01,A+,09,09
1137,214446,--,--,--,020/025,028/050,--,72,01,A+,09,09
1138,214448,--,--,--,021/025,032/050,--,PP,00,P,00,00
1139,214449,--,--,--,018/025,--,--,PP,00,P,00,00
1140,202054A,--,--,--,PP,--,--,51,04,B,06,24
1141,210250,--,--,--,PP,--,--,40,04,P,04,16
1142,214441,025/050,026/050,051/100,--,--,--,42,04,P,04,16
1143,214444,018/050,22$/050,040/100,--,--,--,66,01,A,08,08
1144,214445,022/050,020/050,042/100,--,--,--,69,02,A,08,16
1145,214446,--,--,--,019/025,031/050,--,72,01,A+,09,09
1146,214447,--,--,--,020/025,032/050,--,72,01,A+,09,09
1147,214448,--,--,--,018/025,036/050,--,64,01,A,08,08
1148,214449,--,--,--,018/025,--,--,40,04,P,04,16
1149,207003,--,--,--,016/025,--,--,50,02,B,06,12
1150,214452,018/050,22$/050,040/100,--,--,--,PP,00,P,00,00
1151,214455,--,--,--,017/025,021/050,--,69,04,A,08,32
1152,214458,--,--,--,PP,--,--,73,04,A+,09,36
1153,214441,041/050,028/050,069/100,--,--,--,75,04,A+,09,36
1154,214442,047/050,026/050,073/100,--,--,--,80,04,O,10,40
1155,214443,038/050,037/050,075/100,--,--,--,74,04,A+,09,36
1156,214444,038/050,042/050,080/100,--,--,--,85,01,O,10,10
1157,214445,035/050,039/050,074/100,--,--,--,86,02,O,10,20
1158,214446,--,--,--,024/025,040/050,--,89,01,O,10,10
1159,214447,--,--,--,024/025,041/050,--,88,01,O,10,10
1160,214448,--,--,--,024/025,043/050,--,PP,00,P,00,00
1161,214449,--,--,--,022/025,--,--,PP,00,P,00,00
1162,202054A,--,--,--,PP,--,--,49,04,C,05,20
1163,210250,--,--,--,PP,--,--,43,04,P,04,16
1164,214441,027/050,022/050,049/100,--,--,--,45,04,C,05,20
1165,214443,023/050,020/050,043/100,--,--,--,57,02,B+,07,14
1166,214445,025/050,020/050,045/100,--,--,--,50,01,B,06,06
1167,214447,--,--,--,015/025,028/050,--,60,01,A,08,08
1168,214448,--,--,--,014/025,024/050,--,72,01,A+,09,09
1169,214449,--,--,--,015/025,--,--,44,04,P,04,16
1170,207003,--,--,--,018/025,--,--,53,02,B,06,12
1171,214451,024/050,020/050,044/100,--,--,--,57,01,B+,07,07
1172,214455,--,--,--,017/025,023/050,--,PP,00,P,00,00
1173,214456,--,--,--,018/025,025/050,--,55,04,B+,07,28
1174,214458,--,--,--,PP,--,--,52,04,B,06,24
1175,214443,028/050,027/050,055/100,--,--,--,70,01,A+,09,09
1176,214444,027/050,025/050,052/100,--,--,--,50,02,B,06,12
1177,214446,--,--,--,019/025,034/050,--,58,01,B+,07,07
1178,214447,--,--,--,017/025,021/050,--,72,01,A+,09,09
1179,214448,--,--,--,016/025,028/050,--,PP,00,P,00,00
1180,214449,--,--,--,018/025,--,--,PP,00,P,00,00
1181,202054A,--,--,--,PP,--,--,49,04,C,05,20
1182,210250,--,--,--,PP,--,--,48,04,C,05,20
1183,214441,022/050,027/050,049/100,--,--,--,51,04,B,06,24
1184,214442,024/050,024/050,048/100,--,--,--,45,04,C,05,20
1185,214443,031/050,020/050,051/100,--,--,--,52,04,B,06,24
1186,214444,025/050,020/050,045/100,--,--,--,50,01,B,06,06
1187,214445,029/050,023/050,052/100,--,--,--,58,02,B+,07,14
1188,214446,--,--,--,018/025,020/050,--,69,01,A,08,08
1189,214447,--,--,--,016/025,028/050,--,68,01,A,08,08
1190,214448,--,--,--,016/025,036/050,--,56,04,B+,07,28
1191,214449,--,--,--,017/025,--,--,68,01,A,08,08
1192,207003,019/050,037/050,056/100,--,--,--,50,03,B,06,18
1193,207003,--,--,--,017/025,--,--,50,04,B,06,24
1194,214450,030/050,020/050,050/100,--,--,--,64,02,A,08,16
1195,214453,030/050,20$/050,050/100,--,--,--,54,02,B,06,12
1196,214454,--,--,--,018/025,030/050,--,74,01,A+,09,09
1197,214455,--,--,--,016/025,025/050,--,PP,00,P,00,00
1198,214456,--,--,--,016/025,040/050,--,65,01,A,08,08
1199,214458,--,--,--,PP,--,--,61,02,A,08,16
1200,214446,--,--,--,019/025,030/050,--,56,01,B+,07,07
1201,214447,--,--,--,019/025,027/050,--,64,01,A,08,08
1202,214448,--,--,--,018/025,024/050,--,PP,00,P,00,00
1203,214449,--,--,--,016/025,--,--,PP,00,P,00,00
1204,202054A,--,--,--,PP,--,--,45,04,C,05,20
1205,210250,--,--,--,PP,--,--,56,04,B+,07,28
1206,214441,025/050,020/050,045/100,--,--,--,54,04,B,06,24
1207,214442,024/050,032/050,056/100,--,--,--,51,04,B,06,24
1208,214443,029/050,025/050,054/100,--,--,--,68,04,A,08,32
1209,214444,026/050,025/050,051/100,--,--,--,54,01,B,06,06
1210,214445,034/050,034/050,068/100,--,--,--,85,02,O,10,20
1211,214446,--,--,--,021/025,020/050,--,77,01,A+,09,09
1212,214447,--,--,--,021/025,043/050,--,80,01,O,10,10
1213,214448,--,--,--,022/025,036/050,--,80,01,O,10,10
1214,214449,--,--,--,020/025,--,--,47,03,C,05,15
1215,207003,--,--,--,020/025,--,--,45,04,C,05,20
1216,214450,027/050,020/050,047/100,--,--,--,59,04,B+,07,28
1217,214451,025/050,020/050,045/100,--,--,--,64,04,A,08,32
1218,214452,029/050,030/050,059/100,--,--,--,68,02,A,08,16
1219,214453,044/050,20$/050,064/100,--,--,--,80,02,O,10,20
1220,214454,--,--,--,019/025,032/050,--,62,01,A,08,08
1221,214455,--,--,--,022/025,038/050,--,PP,00,P,00,00
1222,214456,--,--,--,017/025,030/050,--,60,04,A,08,32
1223,214458,--,--,--,PP,--,--,62,04,A,08,32
1224,214441,032/050,028/050,060/100,--,--,--,60,04,A,08,32
1225,214442,030/050,032/050,062/100,--,--,--,72,04,A+,09,36
1226,214443,032/050,028/050,060/100,--,--,--,69,04,A,08,32
1227,214444,028/050,044/050,072/100,--,--,--,57,01,B+,07,07
1228,214445,034/050,035/050,069/100,--,--,--,93,02,O,10,20
1229,214446,--,--,--,023/025,020/050,--,93,01,O,10,10
1230,214447,--,--,--,024/025,046/050,--,92,01,O,10,10
1231,214448,--,--,--,024/025,046/050,--,PP,00,P,00,00
1232,214449,--,--,--,023/025,--,--,57,04,B+,07,28
1233,202054A,--,--,--,PP,--,--,47,04,C,05,20
1234,214442,030/050,027/050,057/100,--,--,--,55,04,B+,07,28
1235,214444,022/050,025/050,047/100,--,--,--,69,01,A,08,08
1236,214445,028/050,027/050,055/100,--,--,--,74,02,A+,09,18
1237,214446,--,--,--,022/025,030/050,--,64,01,A,08,08
1238,214447,--,--,--,023/025,033/050,--,84,01,O,10,10
1239,214448,--,--,--,023/025,025/050,--,PP,00,P,00,00
1240,214449,--,--,--,021/025,--,--,PP,00,P,00,00
1241,202054A,--,--,--,PP,--,--,42,04,P,04,16
1242,210250,--,--,--,PP,--,--,40,04,P,04,16
1243,214441,022/050,020/050,042/100,--,--,--,42,04,P,04,16
1244,214442,014/050,026/050,040/100,--,--,--,46,04,C,05,20
1245,214443,022/050,020/050,042/100,--,--,--,43,04,P,04,16
1246,214444,021/050,025/050,046/100,--,--,--,54,01,B,06,06
1247,214445,021/050,022/050,043/100,--,--,--,62,02,A,08,16
1248,214446,--,--,--,021/025,020/050,--,72,01,A+,09,09
1249,214447,--,--,--,022/025,025/050,--,76,01,A+,09,09
1250,214448,--,--,--,020/025,034/050,--,84,01,O,10,10
1251,214449,--,--,--,019/025,--,--,48,03,C,05,15
1252,207003,--,--,--,021/025,--,--,46,04,C,05,20
1253,214450,026/050,022/050,048/100,--,--,--,65,02,A,08,16
1254,214451,023/050,023/050,046/100,--,--,--,73,02,A+,09,18
1255,214454,--,--,--,020/025,029/050,--,76,01,A+,09,09
1256,214455,--,--,--,020/025,035/050,--,PP,00,P,00,00
1257,214456,--,--,--,019/025,038/050,--,60,01,A,08,08
1258,214458,--,--,--,PP,--,--,PP,00,P,00,00
1259,214449,--,--,--,015/025,--,--,PP,00,P,00,00
1260,202054A,--,--,--,PP,--,--,56,04,B+,07,28
1261,210250,--,--,--,PP,--,--,43,04,P,04,16
1262,214441,034/050,022/050,056/100,--,--,--,61,04,A,08,32
1263,214442,021/050,022/050,043/100,--,--,--,42,04,P,04,16
1264,214443,036/050,025/050,061/100,--,--,--,60,04,A,08,32
1265,214444,018/050,024/050,042/100,--,--,--,68,01,A,08,08
1266,214445,036/050,024/050,060/100,--,--,--,78,02,A+,09,18
1267,214446,--,--,--,021/025,030/050,--,72,01,A+,09,09
1268,214447,--,--,--,022/025,037/050,--,84,01,O,10,10
1269,214448,--,--,--,022/025,032/050,--,45,04,C,05,20
1270,214449,--,--,--,021/025,--,--,84,01,O,10,10
1271,207003,021/050,024/050,045/100,--,--,--,52,03,B,06,18
1272,207003,--,--,--,021/025,--,--,55,04,B+,07,28
1273,214450,029/050,023/050,052/100,--,--,--,53,02,B,06,12
1274,214453,035/050,020/050,055/100,--,--,--,78,02,A+,09,18
1275,214454,--,--,--,020/025,020/050,--,84,01,O,10,10
1276,214455,--,--,--,021/025,038/050,--,PP,00,P,00,00
1277,214456,--,--,--,020/025,043/050,--,57,04,B+,07,28
1278,214458,--,--,--,PP,--,--,63,04,A,08,32
1279,214441,030/050,027/050,057/100,--,--,--,55,04,B+,07,28
1280,214442,033/050,030/050,063/100,--,--,--,61,04,A,08,32
1281,214443,033/050,022/050,055/100,--,--,--,58,04,B+,07,28
1282,214444,021/050,040/050,061/100,--,--,--,68,01,A,08,08
1283,214445,029/050,029/050,058/100,--,--,--,82,02,O,10,20
1284,214446,--,--,--,023/025,028/050,--,74,01,A+,09,09
1285,214447,--,--,--,024/025,038/050,--,84,01,O,10,10
1286,214448,--,--,--,023/025,033/050,--,PP,00,P,00,00
1287,214449,--,--,--,021/025,--,--,72,04,A+,09,36
1288,202054A,--,--,--,PP,--,--,60,04,A,08,32
1289,214441,042/050,030/050,072/100,--,--,--,58,04,B+,07,28
1290,214442,031/050,029/050,060/100,--,--,--,54,04,B,06,24
1291,214443,031/050,027/050,058/100,--,--,--,65,04,A,08,32
1292,214444,031/050,023/050,054/100,--,--,--,80,01,O,10,10
1293,214445,035/050,030/050,065/100,--,--,--,80,02,O,10,20
1294,214446,--,--,--,022/025,038/050,--,84,01,O,10,10
1295,214447,--,--,--,022/025,038/050,--,80,01,O,10,10
1296,214448,--,--,--,022/025,041/050,--,PP,00,P,00,00
1297,214449,--,--,--,020/025,--,--,PP,00,P,00,00
1298,202054A,--,--,--,PP,--,--,60,04,A,08,32
1299,210250,--,--,--,PP,--,--,42,04,P,04,16
1300,214441,036/050,024/050,060/100,--,--,--,53,04,B,06,24
1301,214442,018/050,024/050,042/100,--,--,--,53,04,B,06,24
1302,214443,027/050,026/050,053/100,--,--,--,57,04,B+,07,28
1303,214444,026/050,027/050,053/100,--,--,--,48,01,C,05,05
1304,214445,028/050,029/050,057/100,--,--,--,52,01,B,06,06
1305,214446,--,--,--,016/025,020/050,--,72,01,A+,09,09
1306,214447,--,--,--,017/025,20,--,54,04,B,06,24
1307,214448,--,--,--,017/025,022/050,--,64,01,A,08,08
1308,214449,--,--,--,018/025,--,--,58,03,B+,07,21
1309,207003,028/050,026/050,054/100,--,--,--,44,04,P,04,16
1310,207003,--,--,--,016/025,--,--,58,02,B+,07,14
1311,214450,031/050,027/050,058/100,--,--,--,60,02,A,08,16
1312,214453,019/050,025/050,044/100,--,--,--,58,01,B+,07,07
1313,214454,--,--,--,016/025,028/050,--,PP,00,P,00,00
1314,214455,--,--,--,020/025,025/050,--,78,04,A+,09,36
1315,214456,--,--,--,016/025,028/050,--,55,04,B+,07,28
1316,214458,--,--,--,PP,--,--,63,04,A,08,32
1317,214441,040/050,038/050,078/100,--,--,--,56,04,B+,07,28
1318,214442,022/050,033/050,055/100,--,--,--,58,04,B+,07,28
1319,214443,035/050,028/050,063/100,--,--,--,81,01,O,10,10
1320,214444,029/050,027/050,056/100,--,--,--,89,01,O,10,10
1321,214445,026/050,032/050,058/100,--,--,--,88,01,O,10,10
1322,214446,--,--,--,023/025,038/050,--,PP,00,P,00,00
1323,214448,--,--,--,022/025,045/050,--,PP,00,P,00,00
1324,214449,--,--,--,022/025,--,--,58,04,B+,07,28
1325,202054A,--,--,--,PP,--,--,54,04,B,06,24
1326,210250,--,--,--,PP,--,--,54,04,B,06,24
1327,214441,033/050,025/050,058/100,--,--,--,63,04,A,08,32
1328,214442,034/050,20$/050,054/100,--,--,--,74,04,A+,09,36
1329,214443,034/050,020/050,054/100,--,--,--,78,01,A+,09,09
1330,214444,035/050,028/050,063/100,--,--,--,76,02,A+,09,18
1331,214445,038/050,036/050,074/100,--,--,--,74,01,A+,09,09
1332,214446,--,--,--,023/025,036/050,--,84,01,O,10,10
1333,214447,--,--,--,023/025,034/050,--,84,01,O,10,10
1334,214448,--,--,--,022/025,034/050,--,60,03,A,08,24
1335,214449,--,--,--,021/025,--,--,44,04,P,04,16
1336,207003,--,--,--,021/025,--,--,64,04,A,08,32
1337,214450,035/050,025/050,060/100,--,--,--,60,04,A,08,32
1338,214451,024/050,020/050,044/100,--,--,--,68,02,A,08,16
1339,214452,035/050,029/050,064/100,--,--,--,77,02,A+,09,18
1340,214453,037/050,023/050,060/100,--,--,--,68,01,A,08,08
1341,214454,--,--,--,022/025,029/050,--,PP,00,P,00,00
1342,214455,--,--,--,022/025,036/050,--,PP,00,P,00,00
1343,214456,--,--,--,021/025,030/050,--,40,04,P,04,16
1344,214458,--,--,--,PP,--,--,41,04,P,04,16
1345,210250,--,--,--,PP,--,--,43,04,P,04,16
1346,214442,018/050,22$/050,040/100,--,--,--,40,04,P,04,16
1347,214443,020/050,021/050,041/100,--,--,--,54,01,B,06,06
1348,214444,023/050,020/050,043/100,--,--,--,66,02,A,08,16
1349,214445,018/050,022/050,040/100,--,--,--,70,01,A+,09,09
1350,214446,--,--,--,021/025,020/050,--,80,01,O,10,10
1351,214447,--,--,--,020/025,030/050,--,76,01,A+,09,09
1352,214448,--,--,--,021/025,032/050,--,53,03,B,06,18
1353,214449,--,--,--,020/025,--,--,41,04,P,04,16
1354,207003,--,--,--,019/025,--,--,53,02,B,06,12
1355,214450,026/050,027/050,053/100,--,--,--,53,02,B,06,12
1356,214451,015/050,026/050,041/100,--,--,--,53,01,B,06,06
1357,214454,--,--,--,017/025,023/050,--,PP,00,P,00,00
1358,214455,--,--,--,018/025,022/050,--,61,01,A,08,08
1359,214456,--,--,--,018/025,022/050,--,80,01,O,10,10
1360,214458,--,--,--,PP,--,--,PP,00,P,00,00
1361,214446,--,--,--,020/025,026/050,--,PP,00,P,00,00
1362,214449,--,--,--,020/025,--,--,40,04,P,04,16
1363,202054A,--,--,--,PP,--,--,40,04,P,04,16
1364,210250,--,--,--,PP,--,--,43,04,P,04,16
1365,214443,019/050,21$/050,040/100,--,--,--,53,01,B,06,06
1366,214444,016/050,24$/050,040/100,--,--,--,70,02,A+,09,18
1367,214445,020/050,023/050,043/100,--,--,--,52,01,B,06,06
1368,214446,--,--,--,019/025,021/050,--,76,01,A+,09,09
1369,214447,--,--,--,018/025,035/050,--,60,01,A,08,08
1370,214448,--,--,--,018/025,021/050,--,51,04,B,06,24
1371,214449,--,--,--,019/025,--,--,46,02,C,05,10
1372,207003,--,--,--,015/025,--,--,48,01,C,05,05
1373,214453,030/050,021/050,051/100,--,--,--,PP,00,P,00,00
1374,214455,--,--,--,014/025,021/050,--,PP,00,P,00,00
1375,214456,--,--,--,016/025,020/050,--,50,04,B,06,24
1376,214458,--,--,--,PP,--,--,51,04,B,06,24
1377,210250,--,--,--,PP,--,--,52,04,B,06,24
1378,214441,023/050,027/050,050/100,--,--,--,50,04,B,06,24
1379,214442,031/050,020/050,051/100,--,--,--,68,04,A,08,32
1380,214443,020/050,032/050,052/100,--,--,--,73,01,A+,09,09
1381,214444,024/050,026/050,050/100,--,--,--,82,02,O,10,20
1382,214445,040/050,028/050,068/100,--,--,--,86,01,O,10,10
1383,214446,--,--,--,023/025,032/050,--,92,01,O,10,10
1384,214447,--,--,--,024/025,038/050,--,53,04,B,06,24
1385,214448,--,--,--,024/025,041/050,--,84,01,O,10,10
1386,214449,--,--,--,023/025,--,--,46,04,C,05,20
1387,207003,031/050,022/050,053/100,--,--,--,56,04,B+,07,28
1388,207003,--,--,--,021/025,--,--,52,04,B,06,24
1389,214451,026/050,020/050,046/100,--,--,--,76,02,A+,09,18
1390,214452,031/050,025/050,056/100,--,--,--,73,02,A+,09,18
1391,214453,032/050,020/050,052/100,--,--,--,82,01,O,10,10
1392,214454,--,--,--,021/025,036/050,--,PP,00,P,00,00
1393,214455,--,--,--,020/025,035/050,--,73,04,A+,09,36
1394,214456,--,--,--,022/025,040/050,--,57,04,B+,07,28
1395,214458,--,--,--,PP,--,--,64,04,A,08,32
1396,214441,036/050,037/050,073/100,--,--,--,64,04,A,08,32
1397,214442,033/050,024/050,057/100,--,--,--,67,04,A,08,32
1398,214443,031/050,033/050,064/100,--,--,--,86,01,O,10,10
1399,214444,031/050,033/050,064/100,--,--,--,90,02,O,10,20
1400,214445,037/050,030/050,067/100,--,--,--,84,01,O,10,10
1401,214446,--,--,--,023/025,042/050,--,88,01,O,10,10
1402,214447,--,--,--,023/025,045/050,--,PP,00,P,00,00
1403,214448,--,--,--,023/025,040/050,--,57,04,B+,07,28
1404,214449,--,--,--,022/025,--,--,48,04,C,05,20
1405,202054A,--,--,--,PP,--,--,45,04,C,05,20
1406,214441,035/050,022/050,057/100,--,--,--,46,04,C,05,20
1407,214442,021/050,027/050,048/100,--,--,--,51,04,B,06,24
1408,214443,025/050,020/050,045/100,--,--,--,73,01,A+,09,09
1409,214444,022/050,024/050,046/100,--,--,--,73,02,A+,09,18
1410,214445,025/050,026/050,051/100,--,--,--,66,01,A,08,08
1411,214446,--,--,--,021/025,034/050,--,80,01,O,10,10
1412,214447,--,--,--,019/025,036/050,--,PP,00,P,00,00
1413,214448,--,--,--,019/025,031/050,--,44,04,P,04,16
1414,214449,--,--,--,020/025,--,--,47,04,C,05,20
1415,202054A,--,--,--,PP,--,--,47,04,C,05,20
1416,214441,022/050,022/050,044/100,--,--,--,50,04,B,06,24
1417,214442,025/050,022/050,047/100,--,--,--,55,04,B+,07,28
1418,214443,027/050,020/050,047/100,--,--,--,56,01,B+,07,07
1419,214444,024/050,026/050,050/100,--,--,--,68,01,A,08,08
1420,214445,031/050,024/050,055/100,--,--,--,PP,00,P,00,00
1421,214446,--,--,--,018/025,024/050,--,PP,00,P,00,00
1422,214449,--,--,--,017/025,--,--,44,04,P,04,16
1423,202054A,--,--,--,PP,--,--,49,04,C,05,20
1424,210250,--,--,--,PP,--,--,43,04,P,04,16
1425,214441,018/050,026/050,044/100,--,--,--,52,04,B,06,24
1426,214442,029/050,020/050,049/100,--,--,--,62,04,A,08,32
1427,214443,023/050,020/050,043/100,--,--,--,56,01,B+,07,07
1428,214444,022/050,030/050,052/100,--,--,--,68,02,A,08,16
1429,214445,032/050,030/050,062/100,--,--,--,57,01,B+,07,07
1430,214446,--,--,--,021/025,021/050,--,80,01,O,10,10
1431,214447,--,--,--,021/025,030/050,--,84,01,O,10,10
1432,214448,--,--,--,021/025,022/050,--,48,03,C,05,15
1433,214449,--,--,--,020/025,--,--,49,04,C,05,20
1434,207003,--,--,--,021/025,--,--,62,02,A,08,16
1435,214450,025/050,023/050,048/100,--,--,--,62,02,A,08,16
1436,214453,029/050,20$/050,049/100,--,--,--,65,01,A,08,08
1437,214454,--,--,--,020/025,027/050,--,PP,00,P,00,00
1438,214455,--,--,--,022/025,025/050,--,75,04,A+,09,36
1439,214456,--,--,--,019/025,030/050,--,65,04,A,08,32
1440,214458,--,--,--,PP,--,--,80,04,O,10,40
1441,214441,037/050,038/050,075/100,--,--,--,76,04,A+,09,36
1442,214442,029/050,036/050,065/100,--,--,--,70,04,A+,09,36
1443,214443,040/050,040/050,080/100,--,--,--,85,01,O,10,10
1444,214444,033/050,043/050,076/100,--,--,--,82,02,O,10,20
1445,214445,035/050,035/050,070/100,--,--,--,93,01,O,10,10
1446,214446,--,--,--,024/025,040/050,--,88,01,O,10,10
1447,214447,--,--,--,024/025,038/050,--,PP,00,P,00,00
1448,214448,--,--,--,024/025,046/050,--,66,04,A,08,32
1449,214449,--,--,--,022/025,--,--,58,04,B+,07,28
1450,202054A,--,--,--,PP,--,--,60,04,A,08,32
1451,214441,028/050,038/050,066/100,--,--,--,74,04,A+,09,36
1452,214442,032/050,026/050,058/100,--,--,--,54,04,B,06,24
1453,214443,036/050,024/050,060/100,--,--,--,74,01,A+,09,09
1454,214444,034/050,040/050,074/100,--,--,--,82,02,O,10,20
1455,214445,024/050,030/050,054/100,--,--,--,82,01,O,10,10
1456,214446,--,--,--,022/025,034/050,--,84,01,O,10,10
1457,214447,--,--,--,022/025,040/050,--,PP,00,P,00,00
1458,214448,--,--,--,023/025,039/050,--,70,04,A+,09,36
1459,214449,--,--,--,021/025,--,--,54,04,B,06,24
1460,202054A,--,--,--,PP,--,--,68,04,A,08,32
1461,214441,034/050,036/050,070/100,--,--,--,59,04,B+,07,28
1462,214443,034/050,020/050,054/100,--,--,--,68,01,A,08,08
1463,214444,031/050,037/050,068/100,--,--,--,76,02,A+,09,18
1464,214445,033/050,026/050,059/100,--,--,--,66,01,A,08,08
1465,214446,--,--,--,020/025,031/050,--,80,01,O,10,10
1466,214447,--,--,--,020/025,037/050,--,PP,00,P,00,00
1467,214448,--,--,--,020/025,030/050,--,72,04,A+,09,36
1468,214449,--,--,--,020/025,--,--,56,04,B+,07,28
1469,202054A,--,--,--,PP,--,--,65,04,A,08,32
1470,214441,034/050,038/050,072/100,--,--,--,43,04,P,04,16
1471,214442,027/050,029/050,056/100,--,--,--,80,01,O,10,10
1472,214443,032/050,033/050,065/100,--,--,--,58,02,B+,07,14
1473,214444,016/050,027/050,043/100,--,--,--,58,01,B+,07,07
1474,214446,--,--,--,022/025,038/050,--,80,01,O,10,10
1475,214447,--,--,--,021/025,023/050,--,PP,00,P,00,00
1476,214448,--,--,--,021/025,023/050,--,59,04,B+,07,28
1477,214449,--,--,--,020/025,--,--,47,04,C,05,20
1478,202054A,--,--,--,PP,--,--,66,01,A,08,08
1479,214441,034/050,025/050,059/100,--,--,--,58,02,B+,07,14
1480,214444,027/050,020/050,047/100,--,--,--,56,01,B+,07,07
1481,214446,--,--,--,017/025,033/050,--,68,01,A,08,08
1482,214447,--,--,--,019/025,025/050,--,PP,00,P,00,00
1483,214448,--,--,--,017/025,025/050,--,78,04,A+,09,36
1484,214449,--,--,--,017/025,--,--,70,04,A+,09,36
1485,202054A,--,--,--,PP,--,--,77,04,A+,09,36
1486,214441,040/050,038/050,078/100,--,--,--,60,04,A,08,32
1487,214442,034/050,036/050,070/100,--,--,--,69,04,A,08,32
1488,214443,039/050,038/050,077/100,--,--,--,72,01,A+,09,09
1489,214444,028/050,032/050,060/100,--,--,--,84,02,O,10,20
1490,214445,037/050,032/050,069/100,--,--,--,78,01,A+,09,09
1491,214446,--,--,--,022/025,032/050,--,84,01,O,10,10
1492,214447,--,--,--,022/025,041/050,--,PP,00,P,00,00
1493,214448,--,--,--,021/025,038/050,--,68,01,A,08,08
1494,214449,--,--,--,021/025,--,--,61,02,A,08,16
1495,202054A,--,--,--,PP,--,--,82,01,O,10,10
1496,214446,--,--,--,022/025,029/050,--,76,01,A+,09,09
1497,214447,--,--,--,022/025,024/050,--,PP,00,P,00,00
1498,214448,--,--,--,022/025,040/050,--,PP,00,P,00,00
1499,214449,--,--,--,019/025,--,--,46,04,C,05,20
1500,202054A,--,--,--,PP,--,--,58,04,B+,07,28
1501,210250,--,--,--,PP,--,--,55,04,B+,07,28
1502,214441,023/050,023/050,046/100,--,--,--,55,04,B+,07,28
1503,214442,030/050,028/050,058/100,--,--,--,54,04,B,06,24
1504,214443,035/050,020/050,055/100,--,--,--,76,01,A+,09,09
1505,214444,028/050,027/050,055/100,--,--,--,70,02,A+,09,18
1506,214445,025/050,029/050,054/100,--,--,--,70,01,A+,09,09
1507,214446,--,--,--,022/025,035/050,--,88,01,O,10,10
1508,214447,--,--,--,023/025,030/050,--,76,01,A+,09,09
1509,214448,--,--,--,023/025,030/050,--,54,03,B,06,18
1510,214449,--,--,--,022/025,--,--,52,04,B,06,24
1511,207003,--,--,--,019/025,--,--,53,04,B,06,24
1512,214450,023/050,031/050,054/100,--,--,--,68,04,A,08,32
1513,214451,026/050,026/050,052/100,--,--,--,61,02,A,08,16
1514,214452,026/050,027/050,053/100,--,--,--,76,02,A+,09,18
1515,214453,034/050,034/050,068/100,--,--,--,80,01,O,10,10
1516,214454,--,--,--,021/025,025/050,--,PP,00,P,00,00
1517,214455,--,--,--,019/025,038/050,--,75,04,A+,09,36
1518,214456,--,--,--,020/025,040/050,--,56,04,B+,07,28
1519,214458,--,--,--,PP,--,--,60,04,A,08,32
1520,214441,038/050,037/050,075/100,--,--,--,61,04,A,08,32
1521,214442,031/050,025/050,056/100,--,--,--,77,04,A+,09,36
1522,214443,030/050,030/050,060/100,--,--,--,84,01,O,10,10
1523,214444,025/050,036/050,061/100,--,--,--,80,02,O,10,20
1524,214445,038/050,039/050,077/100,--,--,--,80,01,O,10,10
1525,214446,--,--,--,022/025,041/050,--,92,01,O,10,10
1526,214447,--,--,--,020/025,040/050,--,PP,00,P,00,00
1527,214448,--,--,--,020/025,040/050,--,PP,00,P,00,00
1528,214449,--,--,--,023/025,--,--,44,04,P,04,16
1529,202054A,--,--,--,PP,--,--,52,04,B,06,24
