,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
242,207003,024/050,008/050,032/100,--,--,--,FF,04,F,00,00
243,207003,--,--,--,017/025,--,--,68,01,A,08,08
244,207003,026/050,023/050,049/100,--,--,--,49,04,C,05,20
245,207003,--,--,--,020/025,--,--,80,01,O,10,10
246,207003,037/050,022/050,059/100,--,--,--,59,04,B+,07,28
247,207003,--,--,--,020/025,--,--,80,01,O,10,10
248,207003,035/050,017/050,052/100,--,--,--,FF,04,F,00,00
249,207003,--,--,--,022/025,--,--,88,01,O,10,10
250,207003,031/050,032/050,063/100,--,--,--,63,04,A,08,32
251,207003,--,--,--,021/025,--,--,84,01,O,10,10
252,207003,021/050,000/050,021/100,--,--,--,FF,04,F,00,00
253,207003,--,--,--,018/025,--,--,72,01,A+,09,09
254,207003,021/050,024/050,045/100,--,--,--,45,04,C,05,20
255,207003,--,--,--,021/025,--,--,84,01,O,10,10
256,207003,042/050,033/050,075/100,--,--,--,75,04,A+,09,36
257,207003,--,--,--,020/025,--,--,80,01,O,10,10
258,207003,039/050,030/050,069/100,--,--,--,69,04,A,08,32
259,207003,--,--,--,020/025,--,--,80,01,O,10,10
260,207003,028/050,026/050,054/100,--,--,--,54,04,B,06,24
261,207003,--,--,--,016/025,--,--,64,01,A,08,08
262,207003,023/050,024/050,047/100,--,--,--,47,04,C,05,20
263,207003,--,--,--,019/025,--,--,76,01,A+,09,09
264,207003,039/050,017/050,056/100,--,--,--,FF,04,F,00,00
265,207003,--,--,--,021/025,--,--,84,01,O,10,10
266,207003,024/050,002/050,026/100,--,--,--,FF,04,F,00,00
267,207003,--,--,--,019/025,--,--,76,01,A+,09,09
268,207003,020/050,005/050,025/100,--,--,--,FF,04,F,00,00
269,207003,--,--,--,017/025,--,--,68,01,A,08,08
270,207003,026/050,011/050,037/100,--,--,--,FF,04,F,00,00
271,207003,--,--,--,015/025,--,--,60,01,A,08,08
272,207003,031/050,022/050,053/100,--,--,--,53,04,B,06,24
273,207003,--,--,--,021/025,--,--,84,01,O,10,10
274,207003,046/050,037/050,083/100,--,--,--,83,04,O,10,40
275,207003,--,--,--,023/025,--,--,92,01,O,10,10
276,207003,020/050,20$/050,040/100,--,--,--,40,04,P,04,16
277,207003,--,--,--,019/025,--,--,76,01,A+,09,09
278,207003,023/050,AB/050,023/100,--,--,--,FF,04,F,00,00
279,207003,--,--,--,017/025,--,--,68,01,A,08,08
280,207003,020/050,007/050,027/100,--,--,--,FF,04,F,00,00
281,207003,--,--,--,021/025,--,--,84,01,O,10,10
282,207003,044/050,039/050,083/100,--,--,--,83,04,O,10,40
283,207003,--,--,--,019/025,--,--,76,01,A+,09,09
284,207003,044/050,035/050,079/100,--,--,--,79,04,A+,09,36
285,207003,--,--,--,021/025,--,--,84,01,O,10,10
286,207003,035/050,041/050,076/100,--,--,--,76,04,A+,09,36
287,207003,--,--,--,017/025,--,--,68,01,A,08,08
288,207003,034/050,037/050,071/100,--,--,--,71,04,A+,09,36
289,207003,--,--,--,019/025,--,--,76,01,A+,09,09
290,207003,023/050,017/050,040/100,--,--,--,FF,04,F,00,00
291,207003,--,--,--,018/025,--,--,72,01,A+,09,09
292,207003,036/050,024/050,060/100,--,--,--,60,04,A,08,32
293,207003,--,--,--,021/025,--,--,84,01,O,10,10
294,207003,016/050,003/050,019/100,--,--,--,FF,04,F,00,00
295,207003,--,--,--,018/025,--,--,72,01,A+,09,09
296,207003,026/050,029/050,055/100,--,--,--,55,04,B+,07,28
297,207003,--,--,--,019/025,--,--,76,01,A+,09,09
298,207003,025/050,028/050,053/100,--,--,--,53,04,B,06,24
299,207003,--,--,--,016/025,--,--,64,01,A,08,08
300,207003,018/050,17#/050,35#/100,--,--,--,35,04,P,04,16
301,207003,--,--,--,015/025,--,--,60,01,A,08,08
302,207003,037/050,029/050,066/100,--,--,--,66,04,A,08,32
303,207003,--,--,--,023/025,--,--,92,01,O,10,10
304,207003,035/050,030/050,065/100,--,--,--,65,04,A,08,32
305,207003,--,--,--,016/025,--,--,64,01,A,08,08
306,207003,035/050,022/050,057/100,--,--,--,57,04,B+,07,28
307,207003,--,--,--,019/025,--,--,76,01,A+,09,09
308,207003,023/050,16#/050,39#/100,--,--,--,39,04,P,04,16
309,207003,--,--,--,018/025,--,--,72,01,A+,09,09
310,207003,012/050,001/050,013/100,--,--,--,FF,04,F,00,00
311,207003,--,--,--,018/025,--,--,72,01,A+,09,09
312,207003,044/050,041/050,085/100,--,--,--,85,04,O,10,40
313,207003,--,--,--,023/025,--,--,92,01,O,10,10
314,207003,043/050,025/050,068/100,--,--,--,68,04,A,08,32
315,207003,--,--,--,023/025,--,--,92,01,O,10,10
316,207003,035/050,021/050,056/100,--,--,--,56,04,B+,07,28
317,207003,--,--,--,016/025,--,--,64,01,A,08,08
318,207003,035/050,20$/050,055/100,--,--,--,55,04,B+,07,28
319,207003,--,--,--,019/025,--,--,76,01,A+,09,09
320,207003,026/050,AB/050,026/100,--,--,--,FF,04,F,00,00
321,207003,--,--,--,016/025,--,--,64,01,A,08,08
322,207003,024/050,025/050,049/100,--,--,--,49,04,C,05,20
323,207003,--,--,--,015/025,--,--,60,01,A,08,08
324,207003,041/050,035/050,076/100,--,--,--,76,04,A+,09,36
325,207003,--,--,--,023/025,--,--,92,01,O,10,10
326,207003,026/050,023/050,049/100,--,--,--,49,04,C,05,20
327,207003,--,--,--,017/025,--,--,68,01,A,08,08
328,207003,034/050,022/050,056/100,--,--,--,56,04,B+,07,28
329,207003,--,--,--,016/025,--,--,64,01,A,08,08
330,207003,017/050,23$/050,040/100,--,--,--,40,04,P,04,16
331,207003,--,--,--,019/025,--,--,76,01,A+,09,09
332,207003,019/050,029/050,048/100,--,--,--,48,04,C,05,20
333,207003,--,--,--,020/025,--,--,80,01,O,10,10
334,207003,046/050,030/050,076/100,--,--,--,76,04,A+,09,36
335,207003,--,--,--,021/025,--,--,84,01,O,10,10
336,207003,030/050,014/050,044/100,--,--,--,FF,04,F,00,00
337,207003,--,--,--,020/025,--,--,80,01,O,10,10
338,207003,040/050,038/050,078/100,--,--,--,78,04,A+,09,36
339,207003,--,--,--,022/025,--,--,88,01,O,10,10
340,207003,042/050,030/050,072/100,--,--,--,72,04,A+,09,36
341,207003,--,--,--,020/025,--,--,80,01,O,10,10
342,207003,022/050,009/050,031/100,--,--,--,FF,04,F,00,00
343,207003,--,--,--,022/025,--,--,88,01,O,10,10
344,207003,046/050,036/050,082/100,--,--,--,82,04,O,10,40
345,207003,--,--,--,019/025,--,--,76,01,A+,09,09
346,207003,035/050,038/050,073/100,--,--,--,73,04,A+,09,36
347,207003,--,--,--,019/025,--,--,76,01,A+,09,09
348,207003,044/050,041/050,085/100,--,--,--,85,04,O,10,40
349,207003,--,--,--,022/025,--,--,88,01,O,10,10
350,207003,038/050,031/050,069/100,--,--,--,69,04,A,08,32
351,207003,--,--,--,016/025,--,--,64,01,A,08,08
352,207003,033/050,034/050,067/100,--,--,--,67,04,A,08,32
353,207003,--,--,--,020/025,--,--,80,01,O,10,10
354,207003,035/050,024/050,059/100,--,--,--,59,04,B+,07,28
355,207003,--,--,--,020/025,--,--,80,01,O,10,10
356,207003,046/050,047/050,093/100,--,--,--,93,04,O,10,40
357,207003,--,--,--,020/025,--,--,80,01,O,10,10
358,207003,041/050,030/050,071/100,--,--,--,71,04,A+,09,36
359,207003,--,--,--,020/025,--,--,80,01,O,10,10
360,207003,035/050,040/050,075/100,--,--,--,75,04,A+,09,36
361,207003,--,--,--,019/025,--,--,76,01,A+,09,09
362,207003,021/050,003/050,024/100,--,--,--,FF,04,F,00,00
363,207003,--,--,--,019/025,--,--,76,01,A+,09,09
364,207003,035/050,036/050,071/100,--,--,--,71,04,A+,09,36
365,207003,--,--,--,019/025,--,--,76,01,A+,09,09
366,207003,040/050,028/050,068/100,--,--,--,68,04,A,08,32
367,207003,--,--,--,023/025,--,--,92,01,O,10,10
368,207003,027/050,005/050,032/100,--,--,--,FF,04,F,00,00
369,207003,--,--,--,020/025,--,--,80,01,O,10,10
370,207003,025/050,020/050,045/100,--,--,--,45,04,C,05,20
371,207003,--,--,--,021/025,--,--,84,01,O,10,10
372,207003,039/050,039/050,078/100,--,--,--,78,04,A+,09,36
373,207003,--,--,--,019/025,--,--,76,01,A+,09,09
374,207003,029/050,026/050,055/100,--,--,--,55,04,B+,07,28
375,207003,--,--,--,018/025,--,--,72,01,A+,09,09
376,207003,026/050,032/050,058/100,--,--,--,58,04,B+,07,28
377,207003,--,--,--,017/025,--,--,68,01,A,08,08
378,207003,031/050,039/050,070/100,--,--,--,70,04,A+,09,36
379,207003,--,--,--,018/025,--,--,72,01,A+,09,09
380,207003,014/050,001/050,015/100,--,--,--,FF,04,F,00,00
381,207003,--,--,--,017/025,--,--,68,01,A,08,08
382,207003,038/050,031/050,069/100,--,--,--,69,04,A,08,32
383,207003,--,--,--,020/025,--,--,80,01,O,10,10
384,207003,031/050,033/050,064/100,--,--,--,64,04,A,08,32
385,207003,--,--,--,021/025,--,--,84,01,O,10,10
386,207003,022/050,030/050,052/100,--,--,--,52,04,B,06,24
387,207003,--,--,--,020/025,--,--,80,01,O,10,10
