,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
88,214454,--,--,--,020/025,032/050,--,69,02,A,08,16
89,214454,--,--,--,022/025,040/050,--,82,02,O,10,20
90,214454,--,--,--,016/025,025/050,--,54,02,B,06,12
91,214454,--,--,--,022/025,028/050,--,66,02,A,08,16
92,214454,--,--,--,017/025,026/050,--,57,02,B+,07,14
93,214454,--,--,--,021/025,030/050,--,68,02,A,08,16
94,214454,--,--,--,014/025,010/050,--,FF,02,F,00,00
95,214454,--,--,--,021/025,011/050,--,FF,02,F,00,00
96,214454,--,--,--,022/025,036/050,--,77,02,A+,09,18
97,214454,--,--,--,022/025,040/050,--,82,02,O,10,20
98,214454,--,--,--,021/025,033/050,--,72,02,A+,09,18
99,214454,--,--,--,023/025,035/050,--,77,02,A+,09,18
100,214454,--,--,--,020/025,022/050,--,56,02,B+,07,14
101,214454,--,--,--,023/025,025/050,--,64,02,A,08,16
102,214454,--,--,--,022/025,028/050,--,66,02,A,08,16
103,214454,--,--,--,019/025,030/050,--,65,02,A,08,16
104,214454,--,--,--,021/025,008/050,--,FF,02,F,00,00
105,214454,--,--,--,016/025,028/050,--,58,02,B+,07,14
106,214454,--,--,--,012/025,003/050,--,FF,02,F,00,00
107,214454,--,--,--,021/025,020/050,--,54,02,B,06,12
108,214454,--,--,--,015/025,AB/050,--,FF,02,F,00,00
109,214454,--,--,--,017/025,025/050,--,56,02,B+,07,14
110,214454,--,--,--,022/025,038/050,--,80,02,O,10,20
111,214454,--,--,--,020/025,030/050,--,66,02,A,08,16
112,214454,--,--,--,022/025,035/050,--,76,02,A+,09,18
113,214454,--,--,--,017/025,020/050,--,49,02,C,05,10
114,214454,--,--,--,015/025,AB/050,--,FF,02,F,00,00
115,214454,--,--,--,017/025,010/050,--,FF,02,F,00,00
116,214454,--,--,--,016/025,022/050,--,50,02,B,06,12
117,214454,--,--,--,023/025,045/050,--,90,02,O,10,20
118,214454,--,--,--,017/025,AB/050,--,FF,02,F,00,00
119,214454,--,--,--,018/025,025/050,--,57,02,B+,07,14
120,214454,--,--,--,018/025,030/050,--,64,02,A,08,16
121,214454,--,--,--,018/025,028/050,--,61,02,A,08,16
122,214454,--,--,--,019/025,032/050,--,68,02,A,08,16
123,214454,--,--,--,023/025,045/050,--,90,02,O,10,20
124,214454,--,--,--,021/025,029/050,--,66,02,A,08,16
125,214454,--,--,--,020/025,029/050,--,65,02,A,08,16
126,214454,--,--,--,011/025,007/050,--,FF,02,F,00,00
127,214454,--,--,--,020/025,020/050,--,53,02,B,06,12
128,214454,--,--,--,022/025,025/050,--,62,02,A,08,16
129,214454,--,--,--,020/025,028/050,--,64,02,A,08,16
130,214454,--,--,--,016/025,028/050,--,58,02,B+,07,14
131,214454,--,--,--,022/025,045/050,--,89,02,O,10,20
132,214454,--,--,--,022/025,029/050,--,68,02,A,08,16
133,214454,--,--,--,017/025,023/050,--,53,02,B,06,12
134,214454,--,--,--,015/025,005/050,--,FF,02,F,00,00
135,214454,--,--,--,015/025,AB/050,--,FF,02,F,00,00
136,214454,--,--,--,021/025,036/050,--,76,02,A+,09,18
137,214454,--,--,--,023/025,038/050,--,81,02,O,10,20
138,214454,--,--,--,020/025,020/050,--,53,02,B,06,12
139,214454,--,--,--,016/025,024/050,--,53,02,B,06,12
140,214454,--,--,--,020/025,027/050,--,62,02,A,08,16
141,214454,--,--,--,023/025,040/050,--,84,02,O,10,20
142,214454,--,--,--,023/025,040/050,--,84,02,O,10,20
143,214454,--,--,--,020/025,028/050,--,64,02,A,08,16
144,214454,--,--,--,021/025,027/050,--,64,02,A,08,16
145,214454,--,--,--,019/025,024/050,--,57,02,B+,07,14
146,214454,--,--,--,023/025,035/050,--,77,02,A+,09,18
147,214454,--,--,--,018/025,028/050,--,61,02,A,08,16
148,214454,--,--,--,021/025,025/050,--,61,02,A,08,16
149,214454,--,--,--,021/025,025/050,--,61,02,A,08,16
150,214454,--,--,--,015/025,022/050,--,49,02,C,05,10
151,214454,--,--,--,020/025,025/050,--,60,02,A,08,16
152,214454,--,--,--,019/025,033/050,--,69,02,A,08,16
153,214454,--,--,--,022/025,030/050,--,69,02,A,08,16
154,214454,--,--,--,017/025,033/050,--,66,02,A,08,16
155,214454,--,--,--,017/025,027/050,--,58,02,B+,07,14
156,214454,--,--,--,023/025,045/050,--,90,02,O,10,20
157,214454,--,--,--,020/025,035/050,--,73,02,A+,09,18
158,214454,--,--,--,021/025,021/050,--,56,02,B+,07,14
159,214454,--,--,--,021/025,028/050,--,65,02,A,08,16
160,214454,--,--,--,016/025,020/050,--,48,02,C,05,10
161,214454,--,--,--,016/025,023/050,--,52,02,B,06,12
162,214454,--,--,--,020/025,032/050,--,69,02,A,08,16
163,214454,--,--,--,016/025,031/050,--,62,02,A,08,16
164,214454,--,--,--,021/025,035/050,--,74,02,A+,09,18
165,214454,--,--,--,018/025,025/050,--,57,02,B+,07,14
166,214454,--,--,--,020/025,032/050,--,69,02,A,08,16
167,214454,--,--,--,023/025,044/050,--,89,02,O,10,20
168,214454,--,--,--,018/025,021/050,--,52,02,B,06,12
169,214454,--,--,--,022/025,035/050,--,76,02,A+,09,18
170,214454,--,--,--,019/025,029/050,--,64,02,A,08,16
171,214454,--,--,--,021/025,035/050,--,74,02,A+,09,18
172,214454,--,--,--,021/025,030/050,--,68,02,A,08,16
173,214454,--,--,--,020/025,025/050,--,60,02,A,08,16
174,214454,--,--,--,023/025,046/050,--,92,02,O,10,20
175,214454,--,--,--,020/025,009/050,--,FF,02,F,00,00
176,214454,--,--,--,020/025,020/050,--,53,02,B,06,12
177,214454,--,--,--,018/025,034/050,--,69,02,A,08,16
178,214454,--,--,--,022/025,032/050,--,72,02,A+,09,18
179,214454,--,--,--,022/025,035/050,--,76,02,A+,09,18
180,214454,--,--,--,020/025,030/050,--,66,02,A,08,16
181,214454,--,--,--,020/025,028/050,--,64,02,A,08,16
182,214454,--,--,--,020/025,038/050,--,77,02,A+,09,18
183,214454,--,--,--,022/025,036/050,--,77,02,A+,09,18
184,214454,--,--,--,020/025,020/050,--,53,02,B,06,12
185,214454,--,--,--,020/025,028/050,--,64,02,A,08,16
186,214454,--,--,--,021/025,030/050,--,68,02,A,08,16
187,214454,--,--,--,020/025,026/050,--,61,02,A,08,16
188,214454,--,--,--,018/025,034/050,--,69,02,A,08,16
189,214454,--,--,--,022/025,037/050,--,78,02,A+,09,18
190,214454,--,--,--,020/025,020/050,--,53,02,B,06,12
191,214454,--,--,--,021/025,028/050,--,65,02,A,08,16
192,214454,--,--,--,021/025,021/050,--,56,02,B+,07,14
193,214454,--,--,--,019/025,032/050,--,68,02,A,08,16
