,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
0,214444,029/050,036/050,065/100,--,--,--,65,04,A,08,32
1,214444,019/050,025/050,044/100,--,--,--,44,04,P,04,16
2,214444,021/050,028/050,049/100,--,--,--,49,04,C,05,20
3,214444,035/050,027/050,062/100,--,--,--,62,04,A,08,32
4,214444,030/050,020/050,050/100,--,--,--,50,04,B,06,24
5,214444,024/050,029/050,053/100,--,--,--,53,04,B,06,24
6,214444,020/050,020/050,040/100,--,--,--,40,04,P,04,16
7,214444,025/050,025/050,050/100,--,--,--,50,04,B,06,24
8,214444,022/050,029/050,051/100,--,--,--,51,04,B,06,24
9,214444,016/050,037/050,053/100,--,--,--,53,04,B,06,24
10,214444,020/050,029/050,049/100,--,--,--,49,04,C,05,20
11,214444,018/050,009/050,027/100,--,--,--,FF,04,F,00,00
12,214444,020/050,027/050,047/100,--,--,--,47,04,C,05,20
13,214444,016/050,025/050,041/100,--,--,--,41,04,P,04,16
14,214444,019/050,036/050,055/100,--,--,--,55,04,B+,07,28
15,214444,019/050,042/050,061/100,--,--,--,61,04,A,08,32
16,214444,023/050,030/050,053/100,--,--,--,53,04,B,06,24
17,214444,013/050,031/050,044/100,--,--,--,44,04,P,04,16
18,214444,028/050,034/050,062/100,--,--,--,62,04,A,08,32
19,214444,016/050,028/050,044/100,--,--,--,44,04,P,04,16
20,214444,013/050,020/050,033/100,--,--,--,FF,04,F,00,00
21,214444,027/050,028/050,055/100,--,--,--,55,04,B+,07,28
22,214444,039/050,024/050,063/100,--,--,--,63,04,A,08,32
23,214444,028/050,029/050,057/100,--,--,--,57,04,B+,07,28
24,214444,029/050,027/050,056/100,--,--,--,56,04,B+,07,28
25,214444,015/050,035/050,050/100,--,--,--,50,04,B,06,24
26,214444,017/050,023/050,040/100,--,--,--,40,04,P,04,16
27,214444,024/050,027/050,051/100,--,--,--,51,04,B,06,24
28,214444,020/050,026/050,046/100,--,--,--,46,04,C,05,20
29,214444,022/050,017/050,039/100,--,--,--,FF,04,F,00,00
30,214444,020/050,025/050,045/100,--,--,--,45,04,C,05,20
31,214444,033/050,022/050,055/100,--,--,--,55,04,B+,07,28
32,214444,012/050,AB/050,012/100,--,--,--,FF,04,F,00,00
33,214444,013/050,003/050,016/100,--,--,--,FF,04,F,00,00
34,214444,029/050,031/050,060/100,--,--,--,60,04,A,08,32
35,214444,022/050,028/050,050/100,--,--,--,50,04,B,06,24
36,214444,033/050,024/050,057/100,--,--,--,57,04,B+,07,28
37,214444,028/050,030/050,058/100,--,--,--,58,04,B+,07,28
38,214444,026/050,020/050,046/100,--,--,--,46,04,C,05,20
39,214444,019/050,023/050,042/100,--,--,--,42,04,P,04,16
40,214444,021/050,007/050,028/100,--,--,--,FF,04,F,00,00
41,214444,023/050,031/050,054/100,--,--,--,54,04,B,06,24
42,214444,026/050,AB/050,026/100,--,--,--,FF,04,F,00,00
43,214444,020/050,013/050,033/100,--,--,--,FF,04,F,00,00
44,214444,019/050,030/050,049/100,--,--,--,49,04,C,05,20
45,214444,016/050,026/050,042/100,--,--,--,42,04,P,04,16
46,214444,027/050,032/050,059/100,--,--,--,59,04,B+,07,28
47,214444,017/050,027/050,044/100,--,--,--,44,04,P,04,16
48,214444,017/050,027/050,044/100,--,--,--,44,04,P,04,16
49,214444,024/050,022/050,046/100,--,--,--,46,04,C,05,20
50,214444,016/050,24$/050,040/100,--,--,--,40,04,P,04,16
51,214444,029/050,034/050,063/100,--,--,--,63,04,A,08,32
52,214444,027/050,034/050,061/100,--,--,--,61,04,A,08,32
53,214444,018/050,044/050,062/100,--,--,--,62,04,A,08,32
54,214444,014/050,026/050,040/100,--,--,--,40,04,P,04,16
55,214444,031/050,026/050,057/100,--,--,--,57,04,B+,07,28
56,214444,021/050,023/050,044/100,--,--,--,44,04,P,04,16
57,214444,027/050,038/050,065/100,--,--,--,65,04,A,08,32
58,214444,031/050,026/050,057/100,--,--,--,57,04,B+,07,28
59,214444,023/050,020/050,043/100,--,--,--,43,04,P,04,16
60,214444,028/050,024/050,052/100,--,--,--,52,04,B,06,24
61,214444,026/050,029/050,055/100,--,--,--,55,04,B+,07,28
62,214444,025/050,025/050,050/100,--,--,--,50,04,B,06,24
63,214444,022/050,023/050,045/100,--,--,--,45,04,C,05,20
64,214444,032/050,040/050,072/100,--,--,--,72,04,A+,09,36
65,214444,032/050,025/050,057/100,--,--,--,57,04,B+,07,28
66,214444,020/050,013/050,033/100,--,--,--,FF,04,F,00,00
67,214444,027/050,032/050,059/100,--,--,--,59,04,B+,07,28
