,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
32,214445,029/050,AB/050,029/100,--,--,--,FF,04,F,00,00
33,214445,025/050,AB/050,025/100,--,--,--,FF,04,F,00,00
34,214445,034/050,032/050,066/100,--,--,--,66,04,A,08,32
35,214445,033/050,028/050,061/100,--,--,--,61,04,A,08,32
36,214445,032/050,033/050,065/100,--,--,--,65,04,A,08,32
37,214445,024/050,026/050,050/100,--,--,--,50,04,B,06,24
38,214445,029/050,017/050,046/100,--,--,--,FF,04,F,00,00
39,214445,026/050,020/050,046/100,--,--,--,46,04,C,05,20
40,214445,011/050,004/050,015/100,--,--,--,FF,04,F,00,00
41,214445,024/050,013/050,037/100,--,--,--,FF,04,F,00,00
42,214445,025/050,AB/050,025/100,--,--,--,FF,04,F,00,00
43,214445,023/050,022/050,045/100,--,--,--,45,04,C,05,20
44,214445,036/050,021/050,057/100,--,--,--,57,04,B+,07,28
45,214445,028/050,021/050,049/100,--,--,--,49,04,C,05,20
46,214445,030/050,032/050,062/100,--,--,--,62,04,A,08,32
47,214445,019/050,026/050,045/100,--,--,--,45,04,C,05,20
48,214445,018/050,22$/050,040/100,--,--,--,40,04,P,04,16
49,214445,029/050,026/050,055/100,--,--,--,55,04,B+,07,28
50,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
51,214445,034/050,022/050,056/100,--,--,--,56,04,B+,07,28
52,214445,035/050,023/050,058/100,--,--,--,58,04,B+,07,28
53,214445,037/050,029/050,066/100,--,--,--,66,04,A,08,32
54,214445,027/050,024/050,051/100,--,--,--,51,04,B,06,24
55,214445,038/050,024/050,062/100,--,--,--,62,04,A,08,32
56,214445,023/050,020/050,043/100,--,--,--,43,04,P,04,16
57,214445,030/050,036/050,066/100,--,--,--,66,04,A,08,32
58,214445,038/050,020/050,058/100,--,--,--,58,04,B+,07,28
59,214445,026/050,025/050,051/100,--,--,--,51,04,B,06,24
60,214445,026/050,025/050,051/100,--,--,--,51,04,B,06,24
61,214445,038/050,023/050,061/100,--,--,--,61,04,A,08,32
62,214445,029/050,028/050,057/100,--,--,--,57,04,B+,07,28
63,214445,023/050,031/050,054/100,--,--,--,54,04,B,06,24
64,214445,040/050,030/050,070/100,--,--,--,70,04,A+,09,36
65,214445,030/050,027/050,057/100,--,--,--,57,04,B+,07,28
66,214445,011/050,AB/050,011/100,--,--,--,FF,04,F,00,00
67,214445,026/050,037/050,063/100,--,--,--,63,04,A,08,32
68,214445,019/050,027/050,046/100,--,--,--,46,04,C,05,20
69,214445,027/050,028/050,055/100,--,--,--,55,04,B+,07,28
70,214445,039/050,035/050,074/100,--,--,--,74,04,A+,09,36
71,214445,026/050,020/050,046/100,--,--,--,46,04,C,05,20
72,214445,025/050,028/050,053/100,--,--,--,53,04,B,06,24
73,214445,018/050,AB/050,018/100,--,--,--,FF,04,F,00,00
74,214445,020/050,023/050,043/100,--,--,--,43,04,P,04,16
75,214445,026/050,028/050,054/100,--,--,--,54,04,B,06,24
76,214445,024/050,021/050,045/100,--,--,--,45,04,C,05,20
77,214445,034/050,021/050,055/100,--,--,--,55,04,B+,07,28
78,214445,017/050,026/050,043/100,--,--,--,43,04,P,04,16
79,214445,031/050,030/050,061/100,--,--,--,61,04,A,08,32
80,214445,035/050,034/050,069/100,--,--,--,69,04,A,08,32
81,214445,023/050,024/050,047/100,--,--,--,47,04,C,05,20
82,214445,031/050,029/050,060/100,--,--,--,60,04,A,08,32
83,214445,030/050,026/050,056/100,--,--,--,56,04,B+,07,28
84,214445,034/050,024/050,058/100,--,--,--,58,04,B+,07,28
85,214445,030/050,AB/050,030/100,--,--,--,FF,04,F,00,00
86,214445,028/050,025/050,053/100,--,--,--,53,04,B,06,24
87,214445,030/050,028/050,058/100,--,--,--,58,04,B+,07,28
88,214445,018/050,010/050,028/100,--,--,--,FF,04,F,00,00
89,214445,026/050,025/050,051/100,--,--,--,51,04,B,06,24
90,214445,035/050,031/050,066/100,--,--,--,66,04,A,08,32
91,214445,028/050,028/050,056/100,--,--,--,56,04,B+,07,28
92,214445,023/050,022/050,045/100,--,--,--,45,04,C,05,20
93,214445,030/050,022/050,052/100,--,--,--,52,04,B,06,24
94,214445,024/050,AB/050,024/100,--,--,--,FF,04,F,00,00
95,214445,039/050,016/050,055/100,--,--,--,FF,04,F,00,00
96,214445,027/050,032/050,059/100,--,--,--,59,04,B+,07,28
97,214445,031/050,029/050,060/100,--,--,--,60,04,A,08,32
98,214445,028/050,025/050,053/100,--,--,--,53,04,B,06,24
99,214445,030/050,021/050,051/100,--,--,--,51,04,B,06,24
100,214445,023/050,026/050,049/100,--,--,--,49,04,C,05,20
101,214445,030/050,033/050,063/100,--,--,--,63,04,A,08,32
102,214445,017/050,024/050,041/100,--,--,--,41,04,P,04,16
103,214445,027/050,022/050,049/100,--,--,--,49,04,C,05,20
104,214445,028/050,026/050,054/100,--,--,--,54,04,B,06,24
105,214445,035/050,025/050,060/100,--,--,--,60,04,A,08,32
106,214445,031/050,020/050,051/100,--,--,--,51,04,B,06,24
107,214445,031/050,028/050,059/100,--,--,--,59,04,B+,07,28
108,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
109,214445,025/050,035/050,060/100,--,--,--,60,04,A,08,32
110,214445,034/050,034/050,068/100,--,--,--,68,04,A,08,32
111,214445,035/050,035/050,070/100,--,--,--,70,04,A+,09,36
112,214445,025/050,029/050,054/100,--,--,--,54,04,B,06,24
113,214445,031/050,028/050,059/100,--,--,--,59,04,B+,07,28
114,214445,027/050,AB/050,027/100,--,--,--,FF,04,F,00,00
115,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
116,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
117,214445,035/050,039/050,074/100,--,--,--,74,04,A+,09,36
118,214445,025/050,020/050,045/100,--,--,--,45,04,C,05,20
119,214445,029/050,020/050,049/100,--,--,--,49,04,C,05,20
120,214445,029/050,023/050,052/100,--,--,--,52,04,B,06,24
121,214445,018/050,011/050,029/100,--,--,--,FF,04,F,00,00
122,214445,034/050,034/050,068/100,--,--,--,68,04,A,08,32
123,214445,034/050,035/050,069/100,--,--,--,69,04,A,08,32
124,214445,028/050,027/050,055/100,--,--,--,55,04,B+,07,28
125,214445,021/050,022/050,043/100,--,--,--,43,04,P,04,16
126,214445,022/050,006/050,028/100,--,--,--,FF,04,F,00,00
127,214445,036/050,024/050,060/100,--,--,--,60,04,A,08,32
128,214445,029/050,029/050,058/100,--,--,--,58,04,B+,07,28
129,214445,035/050,030/050,065/100,--,--,--,65,04,A,08,32
130,214445,028/050,029/050,057/100,--,--,--,57,04,B+,07,28
131,214445,026/050,032/050,058/100,--,--,--,58,04,B+,07,28
132,214445,038/050,036/050,074/100,--,--,--,74,04,A+,09,36
133,214445,018/050,022/050,040/100,--,--,--,40,04,P,04,16
134,214445,027/050,006/050,033/100,--,--,--,FF,04,F,00,00
135,214445,020/050,023/050,043/100,--,--,--,43,04,P,04,16
136,214445,040/050,028/050,068/100,--,--,--,68,04,A,08,32
137,214445,037/050,030/050,067/100,--,--,--,67,04,A,08,32
138,214445,025/050,026/050,051/100,--,--,--,51,04,B,06,24
139,214445,031/050,024/050,055/100,--,--,--,55,04,B+,07,28
140,214445,032/050,030/050,062/100,--,--,--,62,04,A,08,32
141,214445,035/050,035/050,070/100,--,--,--,70,04,A+,09,36
142,214445,024/050,030/050,054/100,--,--,--,54,04,B,06,24
143,214445,033/050,026/050,059/100,--,--,--,59,04,B+,07,28
144,214445,035/050,033/050,068/100,--,--,--,68,04,A,08,32
145,214445,025/050,025/050,050/100,--,--,--,50,04,B,06,24
146,214445,037/050,032/050,069/100,--,--,--,69,04,A,08,32
147,214445,016/050,24$/050,040/100,--,--,--,40,04,P,04,16
148,214445,025/050,029/050,054/100,--,--,--,54,04,B,06,24
149,214445,038/050,039/050,077/100,--,--,--,77,04,A+,09,36
150,214445,024/050,021/050,045/100,--,--,--,45,04,C,05,20
151,214445,023/050,032/050,055/100,--,--,--,55,04,B+,07,28
152,214445,030/050,024/050,054/100,--,--,--,54,04,B,06,24
153,214445,029/050,020/050,049/100,--,--,--,49,04,C,05,20
154,214445,033/050,032/050,065/100,--,--,--,65,04,A,08,32
155,214445,021/050,022/050,043/100,--,--,--,43,04,P,04,16
156,214445,034/050,025/050,059/100,--,--,--,59,04,B+,07,28
157,214445,018/050,025/050,043/100,--,--,--,43,04,P,04,16
158,214445,032/050,027/050,059/100,--,--,--,59,04,B+,07,28
159,214445,036/050,022/050,058/100,--,--,--,58,04,B+,07,28
160,214445,030/050,022/050,052/100,--,--,--,52,04,B,06,24
161,214445,026/050,020/050,046/100,--,--,--,46,04,C,05,20
162,214445,029/050,038/050,067/100,--,--,--,67,04,A,08,32
163,214445,034/050,035/050,069/100,--,--,--,69,04,A,08,32
164,214445,028/050,036/050,064/100,--,--,--,64,04,A,08,32
165,214445,031/050,020/050,051/100,--,--,--,51,04,B,06,24
166,214445,034/050,020/050,054/100,--,--,--,54,04,B,06,24
167,214445,032/050,031/050,063/100,--,--,--,63,04,A,08,32
168,214445,032/050,022/050,054/100,--,--,--,54,04,B,06,24
169,214445,034/050,025/050,059/100,--,--,--,59,04,B+,07,28
170,214445,025/050,020/050,045/100,--,--,--,45,04,C,05,20
171,214445,023/050,017/050,040/100,--,--,--,FF,04,F,00,00
172,214445,030/050,020/050,050/100,--,--,--,50,04,B,06,24
173,214445,028/050,022/050,050/100,--,--,--,50,04,B,06,24
174,214445,030/050,027/050,057/100,--,--,--,57,04,B+,07,28
175,214445,024/050,020/050,044/100,--,--,--,44,04,P,04,16
176,214445,020/050,023/050,043/100,--,--,--,43,04,P,04,16
177,214445,025/050,021/050,046/100,--,--,--,46,04,C,05,20
178,214445,030/050,030/050,060/100,--,--,--,60,04,A,08,32
179,214445,030/050,024/050,054/100,--,--,--,54,04,B,06,24
180,214445,026/050,025/050,051/100,--,--,--,51,04,B,06,24
181,214445,019/050,027/050,046/100,--,--,--,46,04,C,05,20
182,214445,039/050,029/050,068/100,--,--,--,68,04,A,08,32
183,214445,025/050,028/050,053/100,--,--,--,53,04,B,06,24
184,214445,024/050,020/050,044/100,--,--,--,44,04,P,04,16
185,214445,019/050,028/050,047/100,--,--,--,47,04,C,05,20
186,214445,036/050,028/050,064/100,--,--,--,64,04,A,08,32
187,214445,024/050,023/050,047/100,--,--,--,47,04,C,05,20
188,214445,025/050,022/050,047/100,--,--,--,47,04,C,05,20
189,214445,030/050,026/050,056/100,--,--,--,56,04,B+,07,28
190,214445,030/050,021/050,051/100,--,--,--,51,04,B,06,24
191,214445,032/050,022/050,054/100,--,--,--,54,04,B,06,24
192,214445,034/050,026/050,060/100,--,--,--,60,04,A,08,32
193,214445,030/050,037/050,067/100,--,--,--,67,04,A,08,32
